"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"05-17-2025","Instagram","devilsreserve","903","5","5","1","1","10","339","96","27","7.96%","1","0","25","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"05-17-2025","TikTok","'@devilsreserve","2","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-18-2025","Instagram","devilsreserve","906","3","3","3","3","11","426","58","0","0%","0","0","0","","0","","","","","","","","","","","","0","4","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","0","1",""
"05-18-2025","TikTok","'@devilsreserve","2","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-19-2025","Instagram","devilsreserve","906","0","0","0","0","10","582","48","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","2","","","","","0","0",""
"05-19-2025","TikTok","'@devilsreserve","3","1","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-20-2025","Instagram","devilsreserve","908","2","5","3","3","8","399","54","6","1.5%","1","0","1","","0","","","","","","","","","","","","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","0","5",""
"05-20-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-21-2025","Instagram","devilsreserve","909","1","1","0","0","9","223","135","3","1.35%","1","0","2","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","0","1",""
"05-21-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-22-2025","Instagram","devilsreserve","908","-1","3","2","2","1","395","57","4","1.01%","2","0","1","","1","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"05-22-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-23-2025","Instagram","devilsreserve","912","4","4","0","0","6","185","25","1","0.54%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"05-23-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-24-2025","Instagram","devilsreserve","914","2","2","0","0","5","62","32","1","1.61%","0","0","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","2",""
"05-24-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-25-2025","Instagram","devilsreserve","914","0","3","0","0","4","326","23","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"05-25-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-26-2025","Instagram","devilsreserve","919","5","6","3","1","5","547","144","26","4.75%","20","0","6","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","2","2",""
"05-26-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-27-2025","Instagram","devilsreserve","920","1","1","4","4","3","580","32","8","1.38%","6","0","2","","0","","","","","","","","","","","","0","4","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","1",""
"05-27-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-28-2025","Instagram","devilsreserve","922","2","2","5","5","6","673","213","12","1.78%","8","1","2","","1","","","","","","","","","","","","1","4","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"05-28-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-29-2025","Instagram","devilsreserve","925","3","3","0","0","4","344","65","26","7.56%","25","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"05-29-2025","TikTok","'@devilsreserve","3","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-30-2025","Instagram","devilsreserve","926","1","1","8","4","3","687","50","31","4.51%","28","1","2","","0","","","","","","","","","","","","1","3","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","2","0",""
"05-30-2025","TikTok","'@devilsreserve","4","1","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"05-31-2025","Instagram","devilsreserve","926","0","1","0","0","9","535","69","9","1.68%","7","2","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","2","","","","","0","1",""
"05-31-2025","TikTok","'@devilsreserve","4","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-01-2025","Instagram","devilsreserve","930","4","5","5","5","7","759","10","2","0.26%","2","0","0","","0","","","","","","","","","","","","0","4","1","0","0","","","","","","","","","","","","","","","","","","","","","2","0","1","1","","","","","0","1",""
"06-01-2025","TikTok","'@devilsreserve","4","0","","1","1","0","73","73","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-02-2025","Instagram","devilsreserve","932","2","3","9","0","13","316","609","50","15.82%","39","2","9","","0","","","","","","","","","","","","0","0","0","9","0","","","","","","","","","","","","","","","","","","","","","8","0","4","0","","","","","0","0",""
"06-02-2025","TikTok","'@devilsreserve","4","0","","0","0","0","46","46","3","6.52%","3","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-03-2025","Instagram","devilsreserve","934","2","5","1","1","12","734","72","31","4.22%","13","18","0","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","6","0","3","1","","","","","0","0",""
"06-03-2025","TikTok","'@devilsreserve","4","0","","0","0","0","2","2","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-04-2025","Instagram","devilsreserve","936","2","2","0","0","2","628","81","43","6.85%","33","5","3","","2","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"06-04-2025","TikTok","'@devilsreserve","4","0","","0","0","0","2","2","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-05-2025","Instagram","devilsreserve","935","-1","0","12","5","12","970","46","15","1.55%","6","7","0","","0","","","","","","","","","","","","0","4","1","7","0","","","","","","","","","","","","","","","","","","","","","6","0","1","0","","","","","0","2",""
"06-05-2025","TikTok","'@devilsreserve","4","0","","1","1","0","3","3","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-06-2025","Instagram","devilsreserve","936","1","4","9","3","5","581","743","46","7.92%","32","6","5","","2","","","","","","","","","","","","0","3","0","6","0","","","","","","","","","","","","","","","","","","","","","1","0","2","0","","","","","0","0",""
"06-06-2025","TikTok","'@devilsreserve","4","0","","0","0","0","5","5","2","40%","2","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-07-2025","Instagram","devilsreserve","942","6","6","3","1","9","587","237","16","2.73%","8","7","1","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","2","1",""
"06-07-2025","TikTok","'@devilsreserve","5","1","","0","0","0","6","6","1","16.67%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-08-2025","Instagram","devilsreserve","942","0","0","2","2","7","541","92","45","8.32%","21","0","24","","0","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","0","0",""
"06-08-2025","TikTok","'@devilsreserve","5","0","","0","0","0","2","2","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-09-2025","Instagram","devilsreserve","944","2","2","7","7","8","1,459","487","35","2.4%","31","2","1","","1","","","","","","","","","","","","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","5","0","","","","","0","1",""
"06-09-2025","TikTok","'@devilsreserve","5","0","","1","1","0","104","104","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-10-2025","Instagram","devilsreserve","945","1","3","0","0","3","466","412","8","1.72%","5","0","3","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","1",""
"06-10-2025","TikTok","'@devilsreserve","5","0","","0","0","0","11","11","1","9.09%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-11-2025","Instagram","devilsreserve","949","4","5","5","5","5","798","138","0","0%","0","0","0","","0","","","","","","","","","","","","1","4","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","3","1","","","","","0","0",""
"06-11-2025","TikTok","'@devilsreserve","5","0","","0","0","0","6","6","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-12-2025","Instagram","devilsreserve","952","3","3","1","1","6","370","107","21","5.68%","19","1","1","","0","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","3",""
"06-12-2025","TikTok","'@devilsreserve","5","0","","0","0","0","8","8","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-13-2025","Instagram","devilsreserve","955","3","4","3","1","0","189","54","7","3.7%","4","0","0","","3","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","2","0",""
"06-13-2025","TikTok","'@devilsreserve","5","0","","0","0","0","8","8","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-14-2025","Instagram","devilsreserve","957","2","2","0","0","11","126","28","10","7.94%","10","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"06-14-2025","TikTok","'@devilsreserve","5","0","","0","0","0","7","7","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-15-2025","Instagram","devilsreserve","959","2","2","0","0","2","203","29","4","1.97%","2","0","1","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","2",""
"06-15-2025","TikTok","'@devilsreserve","5","0","","0","0","0","9","9","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-16-2025","Instagram","devilsreserve","966","7","7","0","0","8","139","41","1","0.72%","0","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","6","0","","","","","0","2",""
"06-16-2025","TikTok","'@devilsreserve","5","0","","0","0","0","7","7","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-17-2025","Instagram","devilsreserve","966","0","0","0","0","2","195","43","5","2.56%","5","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","0",""
"06-17-2025","TikTok","'@devilsreserve","5","0","","0","0","0","7","7","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-18-2025","Instagram","devilsreserve","969","3","5","2","1","8","253","59","3","1.19%","3","0","0","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","1","0",""
"06-18-2025","TikTok","'@devilsreserve","5","0","","0","0","0","3","3","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-19-2025","Instagram","devilsreserve","970","1","1","1","1","8","454","43","22","4.85%","20","2","0","","0","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","3","0","","","","","0","0",""
"06-19-2025","TikTok","'@devilsreserve","5","0","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-20-2025","Instagram","devilsreserve","974","4","6","1","1","2","530","178","17","3.21%","13","0","2","","2","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"06-20-2025","TikTok","'@devilsreserve","5","0","","1","1","0","111","111","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-21-2025","Instagram","devilsreserve","976","2","4","1","1","8","400","201","14","3.5%","10","0","1","","1","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","3",""
"06-21-2025","TikTok","'@devilsreserve","5","0","","0","0","0","48","48","1","2.08%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-22-2025","Instagram","devilsreserve","977","1","2","0","0","2","160","135","3","1.88%","2","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"06-22-2025","TikTok","'@devilsreserve","5","0","","0","0","0","13","13","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-23-2025","Instagram","devilsreserve","978","1","3","1","1","2","231","70","19","8.23%","16","0","2","","1","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","0",""
"06-23-2025","TikTok","'@devilsreserve","5","0","","0","0","0","4","4","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-24-2025","Instagram","devilsreserve","980","2","4","0","0","6","112","30","6","5.36%","6","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","0","2",""
"06-24-2025","TikTok","'@devilsreserve","5","0","","0","0","0","13","13","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-25-2025","Instagram","devilsreserve","1,004","24","24","3","2","22","1,223","38","3","0.25%","3","0","0","","0","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","11","0","","","","","1","5",""
"06-25-2025","TikTok","'@devilsreserve","5","0","","0","0","0","5","5","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-26-2025","Instagram","devilsreserve","1,012","8","8","3","3","6","691","391","59","8.54%","5","1","50","","3","","","","","","","","","","","","1","2","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","2","","","","","0","2",""
"06-26-2025","TikTok","'@devilsreserve","7","2","","0","0","6","28","28","12","42.86%","6","6","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","6"
"06-27-2025","Instagram","devilsreserve","1,020","8","8","0","0","15","554","55","18","3.25%","15","0","3","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","","","","","0","3",""
"06-27-2025","TikTok","'@devilsreserve","8","1","","0","0","0","8","8","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-28-2025","Instagram","devilsreserve","1,027","7","7","0","0","3","292","158","7","2.4%","6","0","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"06-28-2025","TikTok","'@devilsreserve","8","0","","0","0","0","14","14","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-29-2025","Instagram","devilsreserve","1,029","2","2","0","0","7","109","46","0","0%","0","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"06-29-2025","TikTok","'@devilsreserve","8","0","","0","0","0","7","7","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"06-30-2025","Instagram","devilsreserve","1,032","3","3","7","7","11","580","27","4","0.69%","2","0","2","","0","","","","","","","","","","","","0","7","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","4","","","","","0","0",""
"06-30-2025","TikTok","'@devilsreserve","8","0","","0","0","0","8","8","1","12.5%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-01-2025","Instagram","devilsreserve","1,034","2","2","1","1","6","272","29","1","0.37%","1","0","0","","0","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","1",""
"07-01-2025","TikTok","'@devilsreserve","9","1","","0","0","0","15","15","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-02-2025","Instagram","devilsreserve","1,040","6","6","3","2","5","277","40","2","0.72%","0","0","0","","1","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","1","","","","","1","2",""
"07-02-2025","TikTok","'@devilsreserve","9","0","","0","0","0","8","8","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-03-2025","Instagram","devilsreserve","1,041","1","1","3","2","7","416","17","16","3.85%","15","0","1","","0","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","3","0","0","0","","","","","1","0",""
"07-03-2025","TikTok","'@devilsreserve","9","0","","0","0","0","3","3","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-04-2025","Instagram","devilsreserve","1,046","5","5","1","1","2","293","14","31","10.58%","25","3","3","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","0",""
"07-04-2025","TikTok","'@devilsreserve","9","0","","1","1","0","133","133","1","0.75%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-05-2025","Instagram","devilsreserve","1,049","3","3","10","8","11","781","213","29","3.71%","27","0","2","","0","","","","","","","","","","","","1","7","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","1","2","","","","","1","2",""
"07-05-2025","TikTok","'@devilsreserve","10","1","","0","0","0","39","39","3","7.69%","3","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-06-2025","Instagram","devilsreserve","1,049","0","0","0","0","2","378","156","33","8.73%","17","0","15","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","1",""
"07-06-2025","TikTok","'@devilsreserve","10","0","","0","0","1","199","199","6","3.02%","5","1","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"07-07-2025","Instagram","devilsreserve","1,049","0","0","5","4","2","527","32","12","2.28%","12","0","0","","0","","","","","","","","","","","","1","2","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","1","0",""
"07-07-2025","TikTok","'@devilsreserve","10","0","","1","1","0","162","162","4","2.47%","4","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-08-2025","Instagram","devilsreserve","1,049","0","0","4","3","8","798","446","33","4.14%","28","1","4","","0","","","","","","","","","","","","1","2","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","1","","","","","1","0",""
"07-08-2025","TikTok","'@devilsreserve","10","0","","0","0","0","26","26","2","7.69%","2","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-09-2025","Instagram","devilsreserve","1,049","0","0","0","0","4","356","120","21","5.9%","20","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","1",""
"07-09-2025","TikTok","'@devilsreserve","10","0","","0","0","0","13","13","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-10-2025","Instagram","devilsreserve","1,051","2","2","7","7","8","992","397","21","2.12%","14","0","6","","1","","","","","","","","","","","","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","2","","","","","0","1",""
"07-10-2025","TikTok","'@devilsreserve","10","0","","1","1","0","113","113","1","0.88%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-11-2025","Instagram","devilsreserve","1,056","5","5","0","0","7","485","323","8","1.65%","7","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","0","0",""
"07-11-2025","TikTok","'@devilsreserve","10","0","","0","0","0","37","37","4","10.81%","4","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-12-2025","Instagram","devilsreserve","1,061","5","5","2","1","5","509","140","15","2.95%","12","1","1","","1","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","1","","","","","1","0",""
"07-12-2025","TikTok","'@devilsreserve","10","0","","0","0","0","20","20","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-13-2025","Instagram","devilsreserve","1,066","5","5","2","2","5","807","97","25","3.1%","22","1","2","","0","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","1","","","","","0","0",""
"07-13-2025","TikTok","'@devilsreserve","10","0","","0","0","0","22","22","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-14-2025","Instagram","devilsreserve","1,066","0","2","0","0","2","393","54","10","2.54%","8","0","2","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","1","","","","","0","0",""
"07-14-2025","TikTok","'@devilsreserve","10","0","","0","0","0","5","5","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-15-2025","Instagram","devilsreserve","1,068","2","2","4","4","3","463","59","5","1.08%","1","1","3","","0","","","","","","","","","","","","1","3","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","1","","","","","0","1",""
"07-15-2025","TikTok","'@devilsreserve","10","0","","0","0","0","4","4","1","25%","1","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"07-16-2025","Instagram","devilsreserve","1,068","0","0","0","0","4","191","32","17","8.9%","17","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","0","1",""
"07-16-2025","TikTok","'@devilsreserve","10","0","","0","0","0","1","1","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
